"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"121599","333419","NULL","1","1027","NULL","NULL","194","1","NULL","NULL"
"121600","333476","1","1","1027","NULL","NULL","177","8","NULL","2008"
"121601","333488","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121602","333488","NULL","1","1019","NULL","drained solids","107","1","NULL","NULL"
"121603","333493","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121604","333493","NULL","1","1019","NULL","drained solids","96.1","1","NULL","NULL"
"121605","333501","NULL","1","1019","NULL","total can contents","139","1","NULL","NULL"
"121606","333501","NULL","1","1019","NULL","drained solids","101","1","NULL","NULL"
"121607","333504","NULL","1","1019","NULL","total can contents","145","1","NULL","NULL"
"121608","333504","NULL","1","1019","NULL","drained solids","106","1","NULL","NULL"
"121609","333525","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121610","333525","NULL","1","1019","NULL","drained solids","90","1","NULL","NULL"
"121611","333527","NULL","1","1019","NULL","total can contents","138","1","NULL","NULL"
"121612","333527","NULL","1","1019","NULL","drained solids","111","1","NULL","NULL"
"121613","333534","NULL","1","1019","NULL","total can contents","143","1","NULL","NULL"
"121614","333534","NULL","1","1019","NULL","drained solids","84.3","1","NULL","NULL"
"121615","333545","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121616","333545","NULL","1","1019","NULL","drained solids","118","1","NULL","NULL"
"121617","333558","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121618","333558","NULL","1","1019","NULL","drained solids","100","1","NULL","NULL"
"121619","333561","NULL","1","1019","NULL","total can contents","154","1","NULL","NULL"
"121620","333561","NULL","1","1019","NULL","drained solids","117","1","NULL","NULL"
"121621","333583","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121622","333583","NULL","1","1019","NULL","drained solids","98.7","1","NULL","NULL"
"121623","333587","NULL","1","1019","NULL","total can contents","139","1","NULL","NULL"
"121624","333587","NULL","1","1019","NULL","drained solids","118","1","NULL","NULL"
"121625","333615","NULL","1","1019","NULL","total can contents","147","1","NULL","NULL"
"121626","333615","NULL","1","1019","NULL","drained solids","115","1","NULL","NULL"
"121627","333618","NULL","1","1019","NULL","total can contents","151","1","NULL","NULL"
"121628","333618","NULL","1","1019","NULL","drained solids","113","1","NULL","NULL"
"121629","333633","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121630","333633","NULL","1","1019","NULL","drained solids","112","1","NULL","NULL"
"121631","333637","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121632","333637","NULL","1","1019","NULL","drained solids","107","1","NULL","NULL"
"121633","333642","NULL","1","1019","NULL","total can contents","138","1","NULL","NULL"
"121634","333642","NULL","1","1019","NULL","drained solids","93.3","1","NULL","NULL"
"121635","333648","NULL","1","1019","NULL","total can contents","142","1","NULL","NULL"
"121636","333648","NULL","1","1019","NULL","drained solids","125","1","NULL","NULL"
"121637","333664","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121638","333664","NULL","1","1019","NULL","drained solids","119","1","NULL","NULL"
"121639","333668","NULL","1","1019","NULL","total can contents","137","1","NULL","NULL"
"121640","333668","NULL","1","1019","NULL","drained solids","126","1","NULL","NULL"
"121641","333683","NULL","1","1019","NULL","total can contents","143","1","NULL","NULL"
"121642","333683","NULL","1","1019","NULL","drained solids","119","1","NULL","NULL"
"121643","333684","NULL","1","1019","NULL","total can contents","142","1","NULL","NULL"
"121644","333684","NULL","1","1019","NULL","drained solids","106","1","NULL","NULL"
"121645","333703","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121646","333703","NULL","1","1019","NULL","drained solids","116","1","NULL","NULL"
"121647","333708","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121648","333708","NULL","1","1019","NULL","drained solids","114","1","NULL","NULL"
"121649","333726","NULL","1","1019","NULL","total can contents","136","1","NULL","NULL"
"121650","333726","NULL","1","1019","NULL","drained solids","106","1","NULL","NULL"
"121651","333727","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121652","333727","NULL","1","1019","NULL","drained solids","131","1","NULL","NULL"
"121653","333750","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121654","333750","NULL","1","1019","NULL","drained solids","112","1","NULL","NULL"
"121655","333762","NULL","1","1019","NULL","total can contents","138","1","NULL","NULL"
"121656","333762","NULL","1","1019","NULL","drained solids","94.2","1","NULL","NULL"
"121657","333771","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121658","333771","NULL","1","1019","NULL","drained solids","113","1","NULL","NULL"
"121659","333779","NULL","1","1019","NULL","total can contents","146","1","NULL","NULL"
"121660","333779","NULL","1","1019","NULL","drained solids","92.5","1","NULL","NULL"
"121661","333790","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121662","333790","NULL","1","1019","NULL","drained solids","118","1","NULL","NULL"
"121663","333797","NULL","1","1019","NULL","total can contents","134","1","NULL","NULL"
"121664","333797","NULL","1","1019","NULL","drained solids","115","1","NULL","NULL"
"121665","333806","NULL","1","1019","NULL","total can contents","142","1","NULL","NULL"
"121666","333806","NULL","1","1019","NULL","drained solids","106","1","NULL","NULL"
"121667","333817","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121668","333817","NULL","1","1019","NULL","drained solids","91.9","1","NULL","NULL"
"121669","333825","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121670","333825","NULL","1","1019","NULL","drained solids","101","1","NULL","NULL"
"121671","333831","NULL","1","1019","NULL","total can contents","146","1","NULL","NULL"
"121672","333831","NULL","1","1019","NULL","drained solids","125","1","NULL","NULL"
"121673","333847","NULL","1","1019","NULL","total can contents","138","1","NULL","NULL"
"121674","333847","NULL","1","1019","NULL","drained solids","91.2","1","NULL","NULL"
"121675","333852","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121676","333852","NULL","1","1019","NULL","drained solids","101","1","NULL","NULL"
"121677","333871","NULL","1","1019","NULL","total can contents","142","1","NULL","NULL"
"121678","333871","NULL","1","1019","NULL","drained solids","102","1","NULL","NULL"
"121679","333876","NULL","1","1019","NULL","total can contents","146","1","NULL","NULL"
"121680","333876","NULL","1","1019","NULL","drained solids","103","1","NULL","NULL"
"121681","333893","NULL","1","1019","NULL","total can contents","132","1","NULL","NULL"
"121682","333893","NULL","1","1019","NULL","drained solids","104","1","NULL","NULL"
"121683","333904","NULL","1","1019","NULL","total can contents","147","1","NULL","NULL"
"121684","333904","NULL","1","1019","NULL","drained solids","105","1","NULL","NULL"
"121685","333912","NULL","1","1019","NULL","total can contents","149","1","NULL","NULL"
"121686","333912","NULL","1","1019","NULL","drained solids","111","1","NULL","NULL"
"121687","333927","NULL","1","1019","NULL","total can contents","140","1","NULL","NULL"
"121688","333927","NULL","1","1019","NULL","drained solids","95.2","1","NULL","NULL"
"121689","333932","NULL","1","1019","NULL","total can contents","141","1","NULL","NULL"
"121690","333932","NULL","1","1019","NULL","drained solids","94.9","1","NULL","NULL"
"121691","333933","NULL","1","1019","NULL","total can contents","136","1","NULL","NULL"
"121692","333933","NULL","1","1019","NULL","drained solids","114","1","NULL","NULL"
"121693","333975","NULL","1","1019","NULL","total can contents","142","1","NULL","NULL"
"121694","333975","NULL","1","1019","NULL","drained solids","92.6","1","NULL","NULL"
"121695","333976","NULL","1","1019","NULL","total can contents","144","1","NULL","NULL"
"121696","333976","NULL","1","1019","NULL","drained solids","111","1","NULL","NULL"
"121697","334194","1","1","1019","NULL","drained solids","107","48","NULL","2011"
"121698","334194","2","1","1019","NULL","total can contents","142","48","NULL","2011"
"121699","334196","NULL","1","1002","NULL","NULL","4","1","NULL","NULL"
"121700","334196","NULL","1","1000","NULL","NULL","188","1","NULL","NULL"
"121701","334201","NULL","1","1002","NULL","NULL","3.9","1","NULL","NULL"
"121702","334202","NULL","1","1002","NULL","NULL","3.7","1","NULL","NULL"
"121703","334202","NULL","1","1000","NULL","NULL","176","1","NULL","NULL"
"121704","334203","NULL","1","1002","NULL","NULL","4.4","1","NULL","NULL"
"121705","334203","NULL","1","1000","NULL","NULL","194","1","NULL","NULL"
"121706","334208","NULL","1","1002","NULL","NULL","4","1","NULL","NULL"
"121707","334208","NULL","1","1000","NULL","NULL","196","1","NULL","NULL"
"121708","334209","NULL","1","1002","NULL","NULL","3.8","1","NULL","NULL"
"121709","334209","NULL","1","1000","NULL","NULL","175","1","NULL","NULL"
"121710","334210","NULL","1","1002","NULL","NULL","3.7","1","NULL","NULL"
"121711","334215","NULL","1","1002","NULL","NULL","4.1","1","NULL","NULL"
"121712","334216","NULL","1","1002","NULL","NULL","4.4","1","NULL","NULL"
"121713","334216","NULL","1","1000","NULL","NULL","192","1","NULL","NULL"
"121714","334217","NULL","1","1002","NULL","NULL","4.2","1","NULL","NULL"
"121715","334217","NULL","1","1000","NULL","NULL","200","1","NULL","NULL"
"121716","334222","NULL","1","1000","NULL","NULL","192","1","NULL","NULL"
"121717","334222","NULL","1","1002","NULL","NULL","3.7","1","NULL","NULL"
"121718","334223","NULL","1","1000","NULL","NULL","186","1","NULL","NULL"
"121719","334223","NULL","1","1002","NULL","NULL","4","1","NULL","NULL"
"121720","334228","NULL","1","1002","NULL","NULL","4.1","1","NULL","NULL"
"121721","334229","NULL","1","1002","NULL","NULL","4.1","1","NULL","NULL"
"121722","334229","NULL","1","1000","NULL","NULL","192","1","NULL","NULL"
"121723","334230","NULL","1","1002","NULL","NULL","4.1","1","NULL","NULL"
"121724","334230","NULL","1","1000","NULL","NULL","196","1","NULL","NULL"
"121725","334236","NULL","1","1002","NULL","NULL","3.9","1","NULL","NULL"
"121726","334236","NULL","1","1000","NULL","NULL","184","1","NULL","NULL"
"121727","334241","NULL","1","1002","NULL","NULL","3.7","1","NULL","NULL"
"121728","334242","NULL","1","1002","NULL","NULL","3.7","1","NULL","NULL"
"121729","334242","NULL","1","1000","NULL","NULL","187","1","NULL","NULL"
"121730","334243","NULL","1","1002","NULL","NULL","3.8","1","NULL","NULL"
"121731","334243","NULL","1","1000","NULL","NULL","180","1","NULL","NULL"
"121732","334247","1","1","1002","NULL","NULL","4","19","NULL","2006"
"121733","334247","2","1","1000","NULL","NULL","188","14","NULL","2006"
"121734","334344","NULL","3","1044","NULL","NULL","38.4","1","NULL","NULL"
"121735","334363","NULL","3","1044","NULL","NULL","27.2","1","NULL","NULL"
"121736","334364","NULL","1","1069","NULL","NULL","490","2","NULL","NULL"
"121737","334370","NULL","3","1044","NULL","NULL","54.8","1","NULL","NULL"
"121738","334371","NULL","1","1069","NULL","NULL","619","2","NULL","NULL"
"121739","334377","NULL","1","9999","NULL","NULL","243","2","NULL","NULL"
"121740","334377","NULL","1","1069","NULL","NULL","395","2","NULL","NULL"
"121741","334377","NULL","1","9999","NULL","NULL","152","2","NULL","NULL"
"121742","334380","NULL","3","1044","NULL","NULL","45.4","1","NULL","NULL"
"121743","334387","NULL","3","1044","NULL","NULL","63.8","1","NULL","NULL"
"121744","334388","NULL","1","1069","NULL","NULL","490","2","NULL","NULL"
"121745","334395","NULL","1","9999","NULL","NULL","370","2","NULL","NULL"
"121746","334395","NULL","1","1069","NULL","NULL","727","2","NULL","NULL"
"121747","334395","NULL","1","9999","NULL","NULL","357","2","NULL","NULL"
"121748","334397","NULL","3","1044","NULL","NULL","25.3","1","NULL","NULL"
"121749","334403","NULL","1","1069","NULL","NULL","741","2","NULL","NULL"
"121750","334404","NULL","3","1044","NULL","NULL","43.1","1","NULL","NULL"
"121751","334411","NULL","1","1069","NULL","NULL","592","2","NULL","NULL"
"121752","334412","NULL","3","1044","NULL","NULL","58.3","1","NULL","NULL"
"121753","334417","NULL","3","1044","NULL","NULL","39.6","1","NULL","NULL"
"121754","334418","NULL","1","9999","NULL","NULL","552","2","NULL","NULL"
"121755","334418","NULL","1","1069","NULL","NULL","806","2","NULL","NULL"
"121756","334418","NULL","1","9999","NULL","NULL","254","2","NULL","NULL"
"121757","334426","NULL","1","9999","NULL","NULL","293","2","NULL","NULL"
"121758","334426","NULL","1","1069","NULL","NULL","401","2","NULL","NULL"
"121759","334426","NULL","1","9999","NULL","NULL","108","2","NULL","NULL"
"121760","334427","NULL","3","1044","NULL","NULL","28.1","1","NULL","NULL"
"121761","334437","NULL","1","9999","NULL","NULL","432","2","NULL","NULL"
"121762","334437","NULL","1","1069","NULL","NULL","660","2","NULL","NULL"
"121763","334437","NULL","1","9999","NULL","NULL","229","2","NULL","NULL"
"121764","334438","NULL","3","1044","NULL","NULL","41.9","1","NULL","NULL"
"121765","334444","NULL","1","9999","NULL","NULL","477","2","NULL","NULL"
"121766","334444","NULL","1","1069","NULL","NULL","703","2","NULL","NULL"
"121767","334444","NULL","1","9999","NULL","NULL","226","2","NULL","NULL"
"121768","334448","NULL","3","1044","NULL","NULL","52","1","NULL","NULL"
"121769","334454","NULL","3","1044","NULL","NULL","26","1","NULL","NULL"
"121770","334456","NULL","1","9999","NULL","NULL","438","2","NULL","NULL"
"121771","334456","NULL","1","1069","NULL","NULL","707","2","NULL","NULL"
"121772","334456","NULL","1","9999","NULL","NULL","269","2","NULL","NULL"
"121773","334462","1","1","1069","NULL","NULL","611","24","NULL","2009"
"121774","334462","2","3","1044","NULL","NULL","41.8","13","NULL","2009"
"121775","334464","NULL","1","1000","NULL","NULL","141","1","NULL","NULL"
"121776","334468","NULL","1","1000","NULL","NULL","134","1","NULL","NULL"
"121777","334472","NULL","1","1000","NULL","NULL","143","1","NULL","NULL"
"121778","334487","NULL","1","1000","NULL","NULL","147","1","NULL","NULL"
"121779","334491","NULL","1","1000","NULL","NULL","130","1","NULL","NULL"
"121780","334497","NULL","1","1000","NULL","NULL","140","1","NULL","NULL"
"121781","334510","NULL","1","1000","NULL","NULL","142","1","NULL","NULL"
"121782","334514","NULL","1","1000","NULL","NULL","117","1","NULL","NULL"
"121783","334519","NULL","1","1000","NULL","NULL","136","1","NULL","NULL"
"121784","334523","NULL","1","1000","NULL","NULL","108","1","NULL","NULL"
"121785","334532","NULL","1","1000","NULL","NULL","130","1","NULL","NULL"
"121786","334536","1","1","1000","NULL","NULL","133","11","NULL","2013"
"121787","334538","NULL","1","1043","NULL","NULL","93.9","1","NULL","NULL"
"121788","334547","NULL","1","1043","NULL","NULL","184","1","NULL","NULL"
"121789","334556","NULL","1","1043","NULL","NULL","79.7","1","NULL","NULL"
"121790","334557","NULL","1","1043","NULL","NULL","96.1","1","NULL","NULL"
"121791","334572","NULL","1","1043","NULL","NULL","124","1","NULL","NULL"
"121792","334573","NULL","1","1043","NULL","NULL","54.7","1","NULL","NULL"
"121793","334585","NULL","1","1043","NULL","NULL","189","1","NULL","NULL"
"121794","334607","NULL","1","1043","NULL","NULL","315","1","NULL","NULL"
"121795","334628","1","1","1043","NULL","NULL","142","8","NULL","2009"
"121796","334632","NULL","1","1043","NULL","NULL","155","1","NULL","NULL"
"121797","334635","NULL","1","1043","NULL","NULL","108","1","NULL","NULL"
"121798","334643","NULL","1","1043","NULL","NULL","97.6","1","NULL","NULL"
"121799","334644","NULL","1","1043","NULL","NULL","143","1","NULL","NULL"
"121800","334653","NULL","1","1043","NULL","NULL","123","1","NULL","NULL"
"121801","334654","NULL","1","1043","NULL","NULL","149","1","NULL","NULL"
"121802","334665","NULL","1","1043","NULL","NULL","148","1","NULL","NULL"
"121803","334683","NULL","1","1043","NULL","NULL","129","1","NULL","NULL"
"121804","334703","NULL","1","1043","NULL","NULL","107","1","NULL","NULL"
"121805","334704","NULL","1","1043","NULL","NULL","98.1","1","NULL","NULL"
"121806","334720","1","1","1043","NULL","NULL","126","10","NULL","2009"
"121807","334722","NULL","1","1054","NULL","raw","245","5","NULL","NULL"
"121808","334723","NULL","1","1054","NULL","raw","313","5","NULL","NULL"
"121809","334726","NULL","1","1054","NULL","raw","258","5","NULL","NULL"
"121810","334727","NULL","1","1054","NULL","raw","214","6","NULL","NULL"
"121811","334728","NULL","1","1054","NULL","raw","203","6","NULL","NULL"
"121812","334729","NULL","1","1054","NULL","raw","268","6","NULL","NULL"
"121813","334730","NULL","1","1054","NULL","raw","332","5","NULL","NULL"
"121814","334731","NULL","1","1054","NULL","raw","328","4","NULL","NULL"
"121815","334732","NULL","1","1054","NULL","raw","276","5","NULL","NULL"
"121816","334733","NULL","1","1054","NULL","raw","235","5","NULL","NULL"
"121817","334734","NULL","1","1054","NULL","raw","221","6","NULL","NULL"
"121818","334735","NULL","1","1054","NULL","raw","279","6","NULL","NULL"
"121819","334736","NULL","1","1054","NULL","raw","250","6","NULL","NULL"
"121820","334737","NULL","1","1054","NULL","raw","302","5","NULL","NULL"
"121821","334738","NULL","1","1054","NULL","raw","271","5","NULL","NULL"
"121822","334739","NULL","1","1054","NULL","raw","287","NULL","NULL","NULL"
"121823","334740","NULL","1","1054","NULL","raw","223","5","NULL","NULL"
"121824","334741","NULL","1","1054","NULL","raw","353","5","NULL","NULL"
"121825","334742","NULL","1","1054","NULL","raw","350","5","NULL","NULL"
"121826","334743","NULL","1","1054","NULL","raw","354","4","NULL","NULL"
"121827","334744","NULL","1","1054","NULL","raw","315","4","NULL","NULL"
"121828","334745","NULL","1","1054","NULL","raw","267","6","NULL","NULL"
"121829","334746","NULL","1","1054","NULL","raw","260","5","NULL","NULL"
"121830","334747","NULL","1","1054","NULL","raw","326","6","NULL","NULL"
"121831","334753","NULL","1","1054","NULL","raw","228","6","NULL","NULL"
"121832","334754","NULL","1","1054","NULL","raw","294","7","NULL","NULL"
"121833","334755","NULL","1","1054","NULL","raw","265","4","NULL","NULL"
"121834","334756","NULL","1","1054","NULL","raw","256","6","NULL","NULL"
"121835","334757","NULL","1","1054","NULL","raw","288","5","NULL","NULL"
"121836","334758","NULL","1","1054","NULL","raw","276","5","NULL","NULL"
"121837","334759","NULL","1","1054","NULL","raw","308","5","NULL","NULL"
"121838","334760","NULL","1","1054","NULL","raw","295","5","NULL","NULL"
"121839","334761","NULL","1","1054","NULL","raw","314","4","NULL","NULL"
"121840","334762","NULL","1","1054","NULL","raw","312","4","NULL","NULL"
"121841","334763","NULL","1","1054","NULL","raw","258","5","NULL","NULL"
"121842","334764","NULL","1","1054","NULL","raw","227","6","NULL","NULL"
"121843","334765","NULL","1","1054","NULL","raw","239","4","NULL","NULL"
